PROJECTID,DESCRIPTION,METHODOLOGY,INDUSTRY,STDAT,ECC,S/4HANA,BTP,RAP,CAP,DATAREPLICATION,BAS,MOBILEDEVLOPMENT,GENAI,NARROWAI,NOPACK,COMPLEXITY,REGION,UI,BE,CNF,FUNAI,UX,TRANSLATION,TESTING,SPRINT0
P2398,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2399,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,1,3,2,1,170.6250,329,122.5,84.66,20,49,178,31.25
P2400,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2401,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2402,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2403,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2404,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2405,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2406,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2407,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2408,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,1,170.6250,417,122.5,84,20,56,179,37.5
P2409,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2410,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2411,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2412,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2413,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2414,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2415,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2416,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2417,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2418,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2419,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,1,170.6250,603,122.5,106.66,20,73,183,43.75
P2420,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,0,3,2,10,67.5000,90,0,25,10,20,70,12.5
P2421,BEELINE,Agile,Cross,45292,0,1,0,0,0,0,0,0,0,0,3,2,10,86.2500,113,0,32,10,25,89,12.5
P2422,BEELINE,Agile,Cross,45292,0,0,1,0,0,0,0,0,0,0,3,2,10,0.0000,5,25,0,0,5,1,6.25
P2423,BEELINE,Agile,Cross,45292,0,0,0,1,0,0,0,0,0,0,3,2,10,0.0000,5,18.75,0,0,5,1,6.25
P2424,BEELINE,Agile,Cross,45292,0,0,0,0,1,0,0,0,0,0,3,2,10,0.0000,5,18.75,0,0,5,1,6.25
P2425,BEELINE,Agile,Cross,45292,0,0,0,0,0,1,0,0,0,0,3,2,10,0.0000,5,28.75,0,0,5,1,6.25
P2426,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,1,0,0,0,3,2,10,0.0000,5,18.75,0,0,5,1,6.25
P2427,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,1,0,0,3,2,10,105.0000,137,12.5,38,15,30,108,18.75
P2428,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,1,0,3,2,10,0.0000,56,0,22,0,10,2,6.25
P2429,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,0,1,3,2,10,0.0000,30,0,22.66,0,10,1,6.25
P2430,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,10,120.0000,155,0,44,15,35,124,18.75
P2431,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,10,120.0000,155,0,44,15,35,124,18.75
P2432,BEELINE,Agile,Cross,45292,1,0,1,0,0,0,0,0,0,0,3,2,10,67.5000,90,25,25,10,20,70,12.5
P2433,BEELINE,Agile,Cross,45292,1,0,0,1,0,0,0,0,0,0,3,2,10,67.5000,90,18.75,25,10,20,70,12.5
P2434,BEELINE,Agile,Cross,45292,1,0,0,0,1,0,0,0,0,0,3,2,10,67.5000,90,18.75,25,10,20,70,12.5
P2435,BEELINE,Agile,Cross,45292,1,0,0,0,0,1,0,0,0,0,3,2,10,67.5000,92,28.75,25,10,20,70,12.5
P2436,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,1,0,0,0,3,2,10,67.5000,90,18.75,25,10,20,70,12.5
P2437,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,1,0,0,3,2,10,138.7500,179,12.5,50,15,40,143,18.75
P2438,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,1,0,3,2,10,67.5000,199,0,47,10,35,72,18.75
P2439,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,1,3,2,10,67.5000,147,0,47.66,10,30,71,12.5
P2440,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,10,120.0000,155,0,44,15,35,124,18.75
P2441,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,10,120.0000,155,0,44,15,35,124,18.75
P2442,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,10,120.0000,155,25,44,15,35,124,18.75
P2443,BEELINE,Agile,Cross,45292,1,1,0,1,0,0,0,0,0,0,3,2,10,120.0000,155,18.75,44,15,35,124,18.75
P2444,BEELINE,Agile,Cross,45292,1,1,0,0,1,0,0,0,0,0,3,2,10,120.0000,155,18.75,44,15,35,124,18.75
P2445,BEELINE,Agile,Cross,45292,1,1,0,0,0,1,0,0,0,0,3,2,10,120.0000,158,28.75,44,15,35,124,18.75
P2446,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,1,0,0,0,3,2,10,120.0000,155,18.75,44,15,35,124,18.75
P2447,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,1,0,0,3,2,10,170.6250,219,12.5,62,20,50,176,25
P2448,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,1,0,3,2,10,120.0000,307,0,66,15,55,127,25
P2449,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,1,3,2,10,120.0000,237,0,66.66,15,45,125,25
P2450,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,10,120.0000,155,25,44,15,35,124,18.75
P2451,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,10,120.0000,155,25,44,15,35,124,18.75
P2452,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,10,120.0000,155,25,44,15,35,124,18.75
P2453,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2454,BEELINE,Agile,Cross,45292,1,1,1,0,1,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2455,BEELINE,Agile,Cross,45292,1,1,1,0,0,1,0,0,0,0,3,2,10,120.0000,158,53.75,44,15,35,124,18.75
P2456,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,1,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2457,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,1,0,0,3,2,10,170.6250,219,37.5,62,20,50,176,25
P2458,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,1,0,3,2,10,120.0000,307,25,66,15,55,127,25
P2459,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,1,3,2,10,120.0000,237,25,66.66,15,45,125,25
P2460,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2461,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2462,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2463,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,10,120.0000,155,43.75,44,15,35,124,18.75
P2464,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2465,BEELINE,Agile,Cross,45292,1,1,1,1,0,1,0,0,0,0,3,2,10,120.0000,158,72.5,44,15,35,124,18.75
P2466,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,1,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2467,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,1,0,0,3,2,10,170.6250,219,56.25,62,20,50,176,25
P2468,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,1,0,3,2,10,120.0000,307,43.75,66,15,55,127,25
P2469,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,1,3,2,10,120.0000,237,43.75,66.66,15,45,125,25
P2470,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2471,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2472,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2473,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2474,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,10,120.0000,155,62.5,44,15,35,124,18.75
P2475,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2476,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,1,0,0,0,3,2,10,120.0000,155,81.25,44,15,35,124,18.75
P2477,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,1,0,0,3,2,10,170.6250,219,75,62,20,50,176,25
P2478,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,1,0,3,2,10,120.0000,307,62.5,66,15,55,127,25
P2479,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,1,3,2,10,120.0000,237,62.5,66.66,15,45,125,25
P2480,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2481,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2482,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2483,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2484,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2485,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,10,120.0000,158,91.25,44,15,35,124,18.75
P2486,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2487,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,1,0,0,3,2,10,170.6250,223,103.75,62,20,50,176,31.25
P2488,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,1,0,3,2,10,120.0000,310,91.25,66,15,55,127,25
P2489,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,1,3,2,10,120.0000,240,91.25,66.66,15,45,125,25
P2490,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2491,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2492,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2493,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2494,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2495,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2496,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,10,120.0000,158,110,44,15,35,124,25
P2497,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2498,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,1,0,3,2,10,120.0000,310,110,66,15,55,127,31.25
P2499,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,1,3,2,10,120.0000,240,110,66.66,15,45,125,25
P2500,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2501,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2502,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2503,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2504,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2505,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2506,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2507,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,0,3,2,10,170.6250,223,122.5,62,20,50,176,31.25
P2508,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2509,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,0,1,3,2,10,170.6250,329,122.5,84.66,20,65,178,31.25
P2510,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2511,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2512,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2513,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2514,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2515,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2516,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2517,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2518,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,0,3,2,10,170.6250,417,122.5,84,20,70,179,37.5
P2519,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2520,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2521,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2522,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2523,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2524,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2525,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2526,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2527,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2528,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2529,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,1,1,1,3,2,10,170.6250,603,122.5,106.66,20,95,183,43.75
P2530,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,0,3,2,100,67.5000,90,0,25,10,0,70,12.5
P2531,BEELINE,Agile,Cross,45292,0,1,0,0,0,0,0,0,0,0,3,2,100,86.2500,113,0,32,10,0,89,12.5
P2532,BEELINE,Agile,Cross,45292,0,0,1,0,0,0,0,0,0,0,3,2,100,0.0000,5,25,0,0,0,1,6.25
P2533,BEELINE,Agile,Cross,45292,0,0,0,1,0,0,0,0,0,0,3,2,100,0.0000,5,18.75,0,0,0,1,6.25
P2534,BEELINE,Agile,Cross,45292,0,0,0,0,1,0,0,0,0,0,3,2,100,0.0000,5,18.75,0,0,0,1,6.25
P2535,BEELINE,Agile,Cross,45292,0,0,0,0,0,1,0,0,0,0,3,2,100,0.0000,5,28.75,0,0,0,1,6.25
P2536,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,1,0,0,0,3,2,100,0.0000,5,18.75,0,0,0,1,6.25
P2537,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,1,0,0,3,2,100,105.0000,137,12.5,38,15,0,108,18.75
P2538,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,1,0,3,2,100,0.0000,56,0,22,0,0,2,6.25
P2539,BEELINE,Agile,Cross,45292,0,0,0,0,0,0,0,0,0,1,3,2,100,0.0000,30,0,22.66,0,0,1,6.25
P2540,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,100,120.0000,155,0,44,15,0,124,18.75
P2541,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,100,120.0000,155,0,44,15,0,124,18.75
P2542,BEELINE,Agile,Cross,45292,1,0,1,0,0,0,0,0,0,0,3,2,100,67.5000,90,25,25,10,0,70,12.5
P2543,BEELINE,Agile,Cross,45292,1,0,0,1,0,0,0,0,0,0,3,2,100,67.5000,90,18.75,25,10,0,70,12.5
P2544,BEELINE,Agile,Cross,45292,1,0,0,0,1,0,0,0,0,0,3,2,100,67.5000,90,18.75,25,10,0,70,12.5
P2545,BEELINE,Agile,Cross,45292,1,0,0,0,0,1,0,0,0,0,3,2,100,67.5000,92,28.75,25,10,0,70,12.5
P2546,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,1,0,0,0,3,2,100,67.5000,90,18.75,25,10,0,70,12.5
P2547,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,1,0,0,3,2,100,138.7500,179,12.5,50,15,0,143,18.75
P2548,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,1,0,3,2,100,67.5000,199,0,47,10,0,72,12.5
P2549,BEELINE,Agile,Cross,45292,1,0,0,0,0,0,0,0,0,1,3,2,100,67.5000,147,0,47.66,10,0,71,12.5
P2550,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,100,120.0000,155,0,44,15,0,124,18.75
P2551,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,0,3,2,100,120.0000,155,0,44,15,0,124,18.75
P2552,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,100,120.0000,155,25,44,15,0,124,18.75
P2553,BEELINE,Agile,Cross,45292,1,1,0,1,0,0,0,0,0,0,3,2,100,120.0000,155,18.75,44,15,0,124,18.75
P2554,BEELINE,Agile,Cross,45292,1,1,0,0,1,0,0,0,0,0,3,2,100,120.0000,155,18.75,44,15,0,124,18.75
P2555,BEELINE,Agile,Cross,45292,1,1,0,0,0,1,0,0,0,0,3,2,100,120.0000,158,28.75,44,15,0,124,18.75
P2556,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,1,0,0,0,3,2,100,120.0000,155,18.75,44,15,0,124,18.75
P2557,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,1,0,0,3,2,100,170.6250,219,12.5,62,20,0,176,25
P2558,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,1,0,3,2,100,120.0000,307,0,66,15,0,127,25
P2559,BEELINE,Agile,Cross,45292,1,1,0,0,0,0,0,0,0,1,3,2,100,120.0000,237,0,66.66,15,0,125,18.75
P2560,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,100,120.0000,155,25,44,15,0,124,18.75
P2561,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,100,120.0000,155,25,44,15,0,124,18.75
P2562,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,0,3,2,100,120.0000,155,25,44,15,0,124,18.75
P2563,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2564,BEELINE,Agile,Cross,45292,1,1,1,0,1,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2565,BEELINE,Agile,Cross,45292,1,1,1,0,0,1,0,0,0,0,3,2,100,120.0000,158,53.75,44,15,0,124,18.75
P2566,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,1,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2567,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,1,0,0,3,2,100,170.6250,219,37.5,62,20,0,176,25
P2568,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,1,0,3,2,100,120.0000,307,25,66,15,0,127,25
P2569,BEELINE,Agile,Cross,45292,1,1,1,0,0,0,0,0,0,1,3,2,100,120.0000,237,25,66.66,15,0,125,18.75
P2570,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2571,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2572,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2573,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,0,3,2,100,120.0000,155,43.75,44,15,0,124,18.75
P2574,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2575,BEELINE,Agile,Cross,45292,1,1,1,1,0,1,0,0,0,0,3,2,100,120.0000,158,72.5,44,15,0,124,18.75
P2576,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,1,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2577,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,1,0,0,3,2,100,170.6250,219,56.25,62,20,0,176,25
P2578,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,1,0,3,2,100,120.0000,307,43.75,66,15,0,127,25
P2579,BEELINE,Agile,Cross,45292,1,1,1,1,0,0,0,0,0,1,3,2,100,120.0000,237,43.75,66.66,15,0,125,25
P2580,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2581,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2582,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2583,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2584,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,0,3,2,100,120.0000,155,62.5,44,15,0,124,18.75
P2585,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2586,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,1,0,0,0,3,2,100,120.0000,155,81.25,44,15,0,124,18.75
P2587,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,1,0,0,3,2,100,170.6250,219,75,62,20,0,176,25
P2588,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,1,0,3,2,100,120.0000,307,62.5,66,15,0,127,25
P2589,BEELINE,Agile,Cross,45292,1,1,1,1,1,0,0,0,0,1,3,2,100,120.0000,237,62.5,66.66,15,0,125,25
P2590,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2591,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2592,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2593,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2594,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2595,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,0,0,0,0,3,2,100,120.0000,158,91.25,44,15,0,124,18.75
P2596,BEELINE,Agile,Cross,45292,1,1,1,1,1,1,1,0,0,0,3,2,100,120.0000,158,110,44,15,0,124,18.75
